SurveyYr,Age,AgeMonths
2011_12,48,698
2011_12,40,531
2009_10,41,493
2011_12,39,167
2011_12,64,595
2011_12,54,522
2011_12,12,54
2011_12,-2,-50
2009_10,51,508
2009_10,69,907
2011_12,21,116
2009_10,33,546
2011_12,34,467
2009_10,41,569
2009_10,38,651
2011_12,35,278
2009_10,26,184
2009_10,24,349
2011_12,34,149
2011_12,14,77
2009_10,37,459
2011_12,37,240
2009_10,31,573
2011_12,30,335
2011_12,83,946
2009_10,70,916
2011_12,64,719
2011_12,40,415
2009_10,6,129
2011_12,46,455
2009_10,43,537
2009_10,80,913
2011_12,33,242
2011_12,32,400
2011_12,78,862
2009_10,72,856
2009_10,2,14
2009_10,74,888
2011_12,22,217
2011_12,8,6
2011_12,2,-6
2009_10,53,830
2011_12,5,104
2011_12,30,103
2011_12,49,640
2011_12,6,50
2011_12,11,159
2009_10,3,135
2011_12,75,880
2011_12,74,714
2011_12,44,309
2009_10,31,570
2011_12,4,-5
2011_12,45,544
2009_10,37,485
2011_12,27,261
2011_12,17,79
2011_12,80,921
2009_10,41,443
2009_10,63,778
2011_12,6,24
2011_12,75,831
2011_12,61,520
2009_10,32,268
2011_12,15,123
2011_12,54,566
2009_10,8,296
2011_12,13,115
2009_10,56,720
2011_12,6,17
2009_10,50,617
2011_12,24,312
2011_12,48,523
2011_12,76,769
2009_10,22,302
2009_10,50,769
2011_12,7,90
2011_12,67,527
2009_10,41,497
2009_10,78,859
2009_10,26,605
2009_10,7,61
2011_12,12,77
2011_12,21,116
2011_12,7,37
2009_10,69,727
2009_10,-1,-8
2011_12,12,106
2011_12,12,127
2009_10,32,644
2009_10,42,521
2009_10,60,696
2009_10,24,213
2009_10,12,176
2011_12,2,92
2011_12,5,4
2009_10,50,602
2009_10,7,105
2009_10,54,525
2009_10,26,429
2011_12,29,168
2011_12,65,578
2011_12,51,544
2009_10,20,247
2011_12,43,381
2009_10,55,888
2009_10,53,533
2009_10,54,746
2011_12,16,119
2011_12,26,135
2009_10,27,320
2011_12,12,213
2009_10,30,398
2011_12,13,142
2009_10,65,717
2011_12,3,36
2009_10,26,321
2011_12,2,-19
2011_12,2,-10
2011_12,17,173
2011_12,54,563
2009_10,10,260
2011_12,28,225
2009_10,12,233
2009_10,15,401
2009_10,4,89
2011_12,25,270
2011_12,31,246
2009_10,45,568
2009_10,11,289
2011_12,56,517
2011_12,68,817
2009_10,31,466
2011_12,22,94
2011_12,52,303
2009_10,65,784
2011_12,55,415
2009_10,29,285
2009_10,9,201
2011_12,35,255
2009_10,1,-11
2011_12,56,583
2011_12,45,546
2009_10,7,43
2011_12,64,789
2009_10,7,238
2011_12,4,35
2009_10,10,102
2009_10,21,231
2011_12,42,362
2011_12,59,639
2009_10,4,163
2011_12,37,479
2009_10,52,678
2009_10,78,968
2009_10,34,360
2009_10,40,699
2009_10,14,289
2011_12,29,209
2009_10,27,650
2009_10,3,32
2009_10,42,651
2011_12,47,517
2011_12,16,226
2011_12,53,495
2009_10,12,160
2011_12,43,392
2009_10,42,733
2011_12,5,60
2011_12,21,173
2009_10,2,72
2011_12,13,86
2011_12,20,144
2011_12,68,612
2009_10,54,611
2011_12,18,215
2011_12,68,591
2009_10,22,302
2009_10,12,165
2011_12,48,451
2011_12,61,501
2009_10,31,446
2009_10,58,898
2011_12,25,269
2009_10,21,274
2009_10,61,688
2011_12,42,492
2011_12,71,674
2011_12,11,104
2011_12,55,656
2011_12,47,545
2009_10,25,522
2011_12,44,344
2011_12,40,291
2009_10,58,559
2011_12,10,173
2011_12,63,645
2009_10,7,173
2011_12,25,305
2011_12,73,731
2011_12,37,431
2009_10,1,45
2011_12,32,188
2011_12,62,666
2009_10,46,590
2011_12,17,274
2011_12,51,570
2011_12,34,284
2011_12,26,127
2011_12,25,275
2009_10,18,369
2011_12,38,279
2011_12,24,45
2009_10,14,217
2009_10,65,694
2009_10,6,183
2009_10,51,641
2009_10,21,376
2011_12,9,80
2009_10,32,314
2011_12,84,850
2009_10,8,139
2009_10,30,368
2011_12,30,197
2011_12,46,537
2009_10,2,36
2009_10,54,745
2011_12,11,115
2009_10,35,344
2011_12,50,469
2009_10,32,452
2009_10,50,477
2009_10,61,789
2009_10,12,176
2009_10,15,216
2011_12,63,522
2009_10,1,115
2011_12,77,655
2009_10,2,60
2009_10,-1,-14
2009_10,5,263
2011_12,8,134
2009_10,0,102
2011_12,45,431
2011_12,8,56
2011_12,40,302
2011_12,27,289
2011_12,65,601
2011_12,7,20
2011_12,2,26
2011_12,28,213
2009_10,10,198
2011_12,66,622
2009_10,45,630
2009_10,46,661
2011_12,31,330
2011_12,39,353
2009_10,73,861
2011_12,28,345
2009_10,27,394
2011_12,11,162
2009_10,75,804
2011_12,71,756
2009_10,37,529
2011_12,37,284
2011_12,16,32
2011_12,8,-12
2011_12,40,372
2009_10,31,442
2011_12,12,115
2011_12,9,49
2011_12,44,447
2011_12,30,170
2009_10,13,215
2009_10,54,651
2011_12,43,409
2011_12,63,645
2011_12,27,158
2009_10,21,370
2011_12,-2,-79
2011_12,74,693
2011_12,23,136
2009_10,33,190
2009_10,64,632
2011_12,42,436
2009_10,19,300
2009_10,59,735
2011_12,28,109
2009_10,58,624
2011_12,33,309
2011_12,-4,-50
2009_10,44,489
2009_10,3,25
2011_12,50,377
2009_10,40,704
2011_12,32,349
2011_12,72,722
2011_12,46,551
2011_12,56,506
2011_12,4,55
2011_12,63,667
2011_12,18,38
2009_10,20,457
2009_10,25,421
2011_12,14,101
2011_12,39,126
2009_10,7,112
2009_10,38,448
2009_10,65,903
2009_10,65,886
2011_12,65,619
2009_10,51,599
2011_12,58,468
2011_12,84,893
2011_12,47,505
2009_10,-10,-71
2011_12,68,634
2011_12,1,-46
2009_10,9,256
2009_10,15,369
2009_10,82,891
2011_12,11,175
2011_12,16,48
2011_12,8,74
2011_12,13,53
2009_10,44,514
2009_10,55,729
2009_10,82,937
2011_12,36,182
2009_10,34,453
2011_12,64,803
2011_12,28,148
2009_10,51,676
2009_10,5,74
2009_10,51,594
2011_12,64,749
2009_10,69,702
2011_12,67,620
2009_10,57,784
2009_10,3,13
2009_10,12,403
2011_12,61,715
2011_12,37,217
2009_10,14,156
2011_12,36,203
2011_12,43,286
2011_12,14,44
2011_12,21,264
2011_12,28,396
2009_10,79,898
2011_12,85,908
2009_10,56,624
2011_12,8,137
2009_10,25,543
2009_10,4,158
2011_12,36,267
2011_12,17,356
2009_10,12,283
2009_10,44,508
2009_10,41,644
2009_10,27,276
2011_12,30,480
2009_10,61,732
2011_12,57,636
2011_12,7,71
2009_10,58,599
2011_12,35,294
2011_12,64,684
2009_10,4,121
2009_10,38,570
2011_12,-1,-55
2009_10,33,612
2009_10,37,462
2011_12,55,566
2009_10,30,503
2011_12,7,129
2011_12,42,433
2009_10,7,198
2011_12,67,671
2009_10,46,806
2011_12,82,840
2009_10,52,598
2009_10,69,866
2009_10,22,349
2011_12,16,83
2009_10,30,393
2011_12,46,584
2009_10,46,678
2009_10,10,91
2011_12,76,735
2011_12,41,336
2009_10,25,240
2011_12,39,522
2009_10,75,890
2009_10,17,350
2011_12,11,1
2009_10,42,545
2011_12,57,556
2011_12,37,286
2011_12,58,481
2009_10,78,940
2009_10,35,464
2011_12,8,-42
2011_12,7,-43
2011_12,10,92
2009_10,75,835
2011_12,80,824
2009_10,27,365
2011_12,18,371
2011_12,13,47
2009_10,67,694
2011_12,78,807
2009_10,15,286
2011_12,12,233
2009_10,41,475
2009_10,56,693
2009_10,65,760
2011_12,23,115
2011_12,16,141
2009_10,25,381
2011_12,47,450
2011_12,59,633
2009_10,76,910
2011_12,78,884
2011_12,50,294
2009_10,69,874
2011_12,74,756
2009_10,25,389
2009_10,38,457
2009_10,27,393
2011_12,44,555
2011_12,19,163
2011_12,23,88
2009_10,18,413
2009_10,70,704
2011_12,43,458
2011_12,77,850
2011_12,47,528
2009_10,5,168
2009_10,13,401
2009_10,66,782
2011_12,47,628
2011_12,1,-25
2009_10,42,464
2009_10,62,889
2009_10,48,637
2011_12,20,44
2009_10,18,308
2009_10,59,704
2009_10,72,790
2011_12,39,325
2011_12,5,-21
2011_12,0,-13
2011_12,32,185
2009_10,24,415
2011_12,53,591
2011_12,58,526
2011_12,35,217
2009_10,-1,25
2011_12,67,576
