SurveyYr,Age,AgeMonths
2011_12,88.0,981.0
2011_12,56.0,554.0
2011_12,24.0,225.0
2009_10,17.0,288.0
2011_12,33.0,450.0
2011_12,13.0,111.0
2011_12,50.0,364.0
2009_10,59.0,754.0
2009_10,29.0,430.0
2011_12,50.0,529.0
2009_10,19.0,605.0
2011_12,16.0,160.0
2009_10,33.0,533.0
2009_10,19.0,277.0
2011_12,14.0,123.0
2009_10,77.0,879.0
2009_10,6.0,49.0
2011_12,-7.0,-61.0
2011_12,25.0,244.0
2011_12,6.0,30.0
2011_12,69.0,614.0
2011_12,26.0,164.0
2011_12,16.0,227.0
2011_12,27.0,118.0
2011_12,5.0,6.0
2009_10,11.0,159.0
2009_10,7.0,32.0
2011_12,65.0,750.0
2011_12,5.0,2.0
2011_12,32.0,245.0
2009_10,11.0,142.0
2009_10,47.0,696.0
2011_12,4.0,1.0
2011_12,5.0,-1.0
2011_12,64.0,749.0
2011_12,42.0,245.0
2011_12,22.0,111.0
2011_12,66.0,664.0
2011_12,52.0,558.0
2011_12,41.0,409.0
2009_10,8.0,332.0
2011_12,22.0,318.0
2009_10,37.0,562.0
2009_10,63.0,851.0
2011_12,15.0,115.0
2009_10,60.0,722.0
2011_12,5.0,69.0
2009_10,69.0,926.0
2011_12,48.0,591.0
2009_10,20.0,442.0
2011_12,20.0,60.0
2011_12,-2.0,-129.0
2009_10,7.0,190.0
2011_12,73.0,759.0
2011_12,14.0,276.0
2011_12,26.0,256.0
2011_12,75.0,798.0
2011_12,70.0,641.0
2009_10,35.0,455.0
2011_12,24.0,168.0
2011_12,6.0,20.0
2011_12,59.0,636.0
2009_10,49.0,715.0
2009_10,63.0,792.0
2011_12,19.0,94.0
2011_12,43.0,366.0
2011_12,43.0,442.0
2009_10,39.0,573.0
2011_12,24.0,336.0
2011_12,46.0,197.0
2011_12,1.0,45.0
2009_10,39.0,564.0
2011_12,30.0,339.0
2011_12,57.0,359.0
2009_10,40.0,457.0
2011_12,11.0,-2.0
2009_10,31.0,470.0
2011_12,33.0,346.0
2009_10,79.0,922.0
2011_12,44.0,231.0
2009_10,68.0,765.0
2009_10,7.0,116.0
2011_12,15.0,336.0
2011_12,64.0,552.0
2011_12,41.0,366.0
2009_10,36.0,766.0
2011_12,-2.0,-0.0
2011_12,16.0,187.0
2009_10,40.0,528.0
2011_12,61.0,719.0
2011_12,12.0,135.0
2009_10,24.0,418.0
2009_10,44.0,715.0
2011_12,47.0,528.0
2011_12,58.0,657.0
2011_12,6.0,57.0
2011_12,1.0,-10.0
2011_12,44.0,439.0
2009_10,61.0,690.0
2011_12,32.0,97.0
2009_10,54.0,631.0
2009_10,56.0,664.0
2011_12,64.0,402.0
2009_10,36.0,537.0
2011_12,72.0,645.0
2009_10,62.0,797.0
2009_10,80.0,961.0
2011_12,51.0,566.0
2011_12,17.0,226.0
2011_12,-3.0,-64.0
2011_12,40.0,368.0
2011_12,45.0,393.0
2011_12,14.0,27.0
2011_12,30.0,158.0
2009_10,25.0,520.0
2009_10,-1.0,9.0
2011_12,18.0,75.0
2011_12,5.0,36.0
2009_10,62.0,771.0
2011_12,45.0,550.0
2011_12,20.0,308.0
2009_10,55.0,608.0
2011_12,22.0,243.0
2011_12,20.0,116.0
2009_10,29.0,498.0
2009_10,7.0,196.0
2009_10,4.0,20.0
2009_10,19.0,165.0
2011_12,54.0,437.0
2009_10,26.0,472.0
2009_10,55.0,596.0
2009_10,-1.0,22.0
2009_10,59.0,755.0
2009_10,28.0,454.0
2009_10,0.0,-6.0
2009_10,25.0,394.0
2011_12,17.0,275.0
2011_12,61.0,724.0
2011_12,5.0,23.0
2009_10,34.0,726.0
2011_12,49.0,381.0
2011_12,11.0,42.0
2009_10,41.0,569.0
2011_12,44.0,409.0
2011_12,5.0,88.0
2011_12,61.0,616.0
2011_12,17.0,46.0
2011_12,49.0,600.0
2011_12,46.0,727.0
2009_10,25.0,554.0
2011_12,63.0,525.0
2011_12,65.0,708.0
2009_10,39.0,559.0
2009_10,47.0,443.0
2009_10,40.0,569.0
2011_12,63.0,369.0
2011_12,66.0,446.0
2011_12,4.0,11.0
2009_10,67.0,784.0
2011_12,52.0,377.0
2011_12,8.0,-35.0
2009_10,75.0,821.0
2009_10,43.0,737.0
2009_10,20.0,446.0
2009_10,25.0,400.0
2011_12,29.0,249.0
2011_12,46.0,469.0
2011_12,21.0,293.0
2011_12,3.0,-7.0
2009_10,4.0,130.0
2009_10,46.0,558.0
2011_12,23.0,209.0
2011_12,45.0,294.0
2009_10,53.0,531.0
2009_10,6.0,198.0
2011_12,10.0,93.0
2009_10,22.0,574.0
2011_12,11.0,89.0
2009_10,-1.0,4.0
2011_12,30.0,341.0
2011_12,6.0,88.0
2011_12,51.0,607.0
2009_10,2.0,7.0
2011_12,35.0,471.0
2011_12,40.0,357.0
2011_12,60.0,437.0
2011_12,40.0,179.0
2009_10,29.0,262.0
2009_10,38.0,393.0
2009_10,26.0,377.0
2011_12,7.0,-11.0
2011_12,23.0,154.0
2011_12,54.0,561.0
2011_12,30.0,214.0
2011_12,22.0,154.0
2011_12,60.0,613.0
2011_12,41.0,260.0
2009_10,56.0,741.0
2009_10,8.0,151.0
2011_12,11.0,115.0
2011_12,84.0,942.0
2009_10,21.0,299.0
2011_12,60.0,547.0
2011_12,-2.0,-25.0
2009_10,44.0,577.0
2009_10,59.0,745.0
2009_10,18.0,390.0
2009_10,23.0,215.0
2009_10,35.0,561.0
2011_12,34.0,356.0
2009_10,52.0,724.0
2011_12,50.0,466.0
2009_10,12.0,335.0
2011_12,37.0,345.0
2011_12,56.0,498.0
2009_10,29.0,563.0
2009_10,65.0,375.0
2009_10,5.0,84.0
2009_10,48.0,421.0
2009_10,15.0,397.0
2009_10,50.0,609.0
2011_12,82.0,854.0
2011_12,14.0,93.0
2009_10,34.0,394.0
2011_12,87.0,988.0
2009_10,-1.0,60.0
2011_12,32.0,474.0
2009_10,77.0,838.0
2011_12,79.0,905.0
2009_10,8.0,96.0
2011_12,40.0,452.0
2011_12,29.0,253.0
2009_10,57.0,636.0
2009_10,61.0,776.0
2011_12,76.0,750.0
2011_12,74.0,701.0
2011_12,35.0,289.0
2011_12,26.0,291.0
2011_12,14.0,5.0
2011_12,11.0,161.0
2011_12,66.0,804.0
2011_12,53.0,555.0
2011_12,25.0,267.0
2011_12,11.0,141.0
2009_10,-3.0,9.0
2009_10,11.0,143.0
2009_10,13.0,391.0
2011_12,65.0,690.0
2011_12,1.0,-21.0
2009_10,34.0,388.0
2009_10,15.0,430.0
2011_12,34.0,299.0
2011_12,23.0,352.0
2011_12,7.0,22.0
2009_10,28.0,163.0
2011_12,5.0,33.0
2011_12,83.0,888.0
2009_10,21.0,338.0
2011_12,-1.0,-26.0
2009_10,42.0,409.0
2011_12,44.0,394.0
2011_12,49.0,394.0
2009_10,20.0,468.0
2011_12,77.0,753.0
2009_10,9.0,182.0
2009_10,34.0,508.0
2011_12,57.0,225.0
2011_12,67.0,664.0
2009_10,43.0,429.0
2011_12,40.0,299.0
2011_12,33.0,261.0
2009_10,62.0,766.0
2009_10,-1.0,23.0
2011_12,13.0,135.0
2009_10,51.0,578.0
2011_12,24.0,115.0
2011_12,83.0,827.0
2009_10,4.0,54.0
2011_12,33.0,146.0
2011_12,4.0,-17.0
2011_12,39.0,394.0
2009_10,10.0,88.0
2011_12,65.0,782.0
2011_12,11.0,241.0
2009_10,44.0,422.0
2011_12,61.0,672.0
2011_12,46.0,506.0
2009_10,37.0,463.0
2011_12,61.0,585.0
2009_10,42.0,525.0
2011_12,2.0,6.0
2011_12,66.0,477.0
2009_10,29.0,328.0
2011_12,23.0,223.0
2011_12,22.0,97.0
2009_10,84.0,912.0
2009_10,34.0,517.0
2011_12,65.0,609.0
2011_12,55.0,418.0
2009_10,45.0,492.0
2011_12,57.0,581.0
2009_10,19.0,282.0
2011_12,13.0,166.0
2011_12,36.0,340.0
2009_10,38.0,516.0
2009_10,40.0,447.0
2011_12,57.0,468.0
2009_10,43.0,598.0
2009_10,44.0,619.0
2011_12,33.0,251.0
2011_12,39.0,331.0
2011_12,3.0,75.0
2009_10,79.0,952.0
2009_10,66.0,764.0
2011_12,72.0,774.0
2011_12,62.0,591.0
2009_10,49.0,593.0
2011_12,11.0,64.0
2011_12,35.0,202.0
2009_10,20.0,369.0
2011_12,5.0,5.0
2011_12,44.0,230.0
2011_12,19.0,258.0
2009_10,77.0,907.0
2009_10,47.0,664.0
2009_10,46.0,652.0
2011_12,58.0,464.0
2011_12,33.0,313.0
2009_10,35.0,572.0
2011_12,7.0,-21.0
2011_12,43.0,475.0
2009_10,41.0,467.0
2009_10,34.0,678.0
2009_10,67.0,827.0
2009_10,4.0,115.0
2011_12,8.0,56.0
2011_12,60.0,552.0
2011_12,1.0,-1.0
2011_12,-1.0,-32.0
2011_12,12.0,20.0
2011_12,40.0,313.0
2011_12,17.0,89.0
2009_10,45.0,538.0
2011_12,16.0,81.0
2011_12,45.0,222.0
2011_12,28.0,377.0
2009_10,25.0,433.0
2009_10,67.0,831.0
2011_12,68.0,747.0
2009_10,46.0,633.0
2011_12,49.0,273.0
2009_10,9.0,511.0
2011_12,56.0,552.0
2009_10,51.0,610.0
2009_10,52.0,884.0
2011_12,68.0,699.0
2011_12,43.0,420.0
2009_10,71.0,917.0
2011_12,15.0,38.0
2011_12,17.0,71.0
2009_10,85.0,993.0
2011_12,36.0,299.0
2011_12,12.0,160.0
2009_10,10.0,231.0
2011_12,16.0,61.0
2011_12,45.0,171.0
2011_12,75.0,797.0
2011_12,7.0,42.0
2009_10,8.0,119.0
2009_10,24.0,305.0
2011_12,43.0,470.0
2009_10,82.0,995.0
2009_10,60.0,576.0
2009_10,56.0,686.0
2011_12,60.0,725.0
2009_10,15.0,174.0
2011_12,64.0,510.0
2009_10,13.0,291.0
2011_12,79.0,928.0
2009_10,11.0,128.0
2011_12,79.0,872.0
2011_12,64.0,766.0
2011_12,26.0,236.0
2011_12,10.0,83.0
2011_12,49.0,490.0
2009_10,45.0,691.0
2011_12,7.0,25.0
2009_10,17.0,588.0
2011_12,10.0,172.0
2009_10,44.0,523.0
2009_10,8.0,275.0
2011_12,43.0,497.0
2009_10,72.0,884.0
2011_12,14.0,175.0
2009_10,58.0,760.0
2011_12,-1.0,-47.0
2011_12,52.0,440.0
2011_12,49.0,495.0
2011_12,88.0,995.0
2011_12,45.0,473.0
2009_10,53.0,695.0
2011_12,39.0,455.0
2011_12,67.0,687.0
2009_10,43.0,643.0
2011_12,59.0,597.0
2011_12,55.0,392.0
2009_10,53.0,800.0
2009_10,79.0,937.0
2009_10,23.0,212.0
2011_12,58.0,565.0
2009_10,42.0,601.0
2009_10,60.0,635.0
2011_12,16.0,201.0
2009_10,31.0,477.0
2009_10,43.0,454.0
2009_10,15.0,289.0
2011_12,60.0,525.0
2009_10,22.0,296.0
2011_12,59.0,488.0
2009_10,52.0,528.0
2011_12,15.0,63.0
2011_12,74.0,884.0
2009_10,49.0,633.0
2009_10,54.0,480.0
2009_10,68.0,875.0
2009_10,12.0,212.0
2011_12,23.0,169.0
2011_12,66.0,606.0
2011_12,9.0,186.0
2011_12,40.0,452.0
2011_12,6.0,-11.0
2009_10,50.0,698.0
2011_12,69.0,725.0
2011_12,27.0,345.0
2009_10,51.0,462.0
2009_10,60.0,637.0
2009_10,38.0,509.0
2011_12,7.0,2.0
2009_10,65.0,798.0
2009_10,24.0,430.0
2011_12,22.0,217.0
2009_10,7.0,124.0
2011_12,11.0,103.0
2009_10,48.0,669.0
2009_10,8.0,265.0
2009_10,55.0,702.0
2011_12,16.0,268.0
2009_10,6.0,119.0
2009_10,53.0,589.0
2009_10,51.0,685.0
2011_12,15.0,136.0
2011_12,52.0,311.0
2011_12,18.0,248.0
2009_10,19.0,347.0
2009_10,62.0,698.0
2011_12,32.0,217.0
2011_12,3.0,94.0
2011_12,26.0,349.0
2009_10,30.0,517.0
2009_10,30.0,353.0
2011_12,-1.0,-15.0
2011_12,50.0,376.0
2009_10,-2.0,-27.0
2009_10,45.0,595.0
2011_12,28.0,343.0
2011_12,53.0,432.0
2011_12,8.0,53.0
2011_12,3.0,-33.0
2009_10,46.0,720.0
2011_12,56.0,407.0
2011_12,57.0,511.0
2011_12,18.0,30.0
2011_12,61.0,568.0
2009_10,52.0,625.0
2009_10,40.0,509.0
2009_10,12.0,135.0
2009_10,10.0,72.0
2011_12,62.0,609.0
2011_12,35.0,301.0
2011_12,48.0,477.0
2011_12,27.0,402.0
2011_12,80.0,904.0
2011_12,14.0,475.0
2009_10,62.0,735.0
2011_12,7.0,32.0
2011_12,32.0,128.0
2009_10,14.0,326.0
2011_12,35.0,331.0
2009_10,21.0,276.0
2009_10,58.0,829.0
2011_12,33.0,265.0
2011_12,25.0,160.0
2011_12,49.0,628.0
2011_12,4.0,-25.0
2009_10,24.0,370.0
2009_10,48.0,574.0
2009_10,35.0,542.0
2011_12,25.0,253.0
2009_10,56.0,786.0
2011_12,46.0,454.0
2009_10,32.0,458.0
2011_12,55.0,611.0
2011_12,56.0,577.0
2011_12,37.0,333.0
2009_10,48.0,691.0
2009_10,-4.0,-12.0
2011_12,73.0,661.0
2011_12,28.0,297.0
2009_10,47.0,603.0
2011_12,23.0,302.0
2011_12,72.0,705.0
2011_12,79.0,821.0
2011_12,83.0,908.0
2009_10,11.0,246.0
2011_12,50.0,463.0
2011_12,50.0,364.0
2011_12,69.0,824.0
2011_12,73.0,680.0
2011_12,42.0,314.0
2009_10,34.0,486.0
2009_10,12.0,361.0
2009_10,41.0,343.0
2011_12,72.0,593.0
2009_10,4.0,50.0
2011_12,69.0,752.0
2011_12,43.0,442.0
2009_10,24.0,217.0
2011_12,19.0,21.0
2009_10,36.0,367.0
2009_10,65.0,787.0
2011_12,-1.0,-41.0
2009_10,22.0,409.0
2011_12,41.0,356.0
2011_12,6.0,113.0
2011_12,86.0,994.0
2009_10,36.0,439.0
2009_10,81.0,978.0
2009_10,37.0,504.0
2011_12,44.0,362.0
2009_10,83.0,963.0
2011_12,47.0,332.0
2011_12,56.0,488.0
2011_12,32.0,315.0
2011_12,31.0,284.0
2009_10,61.0,856.0
2009_10,3.0,246.0
2011_12,19.0,246.0
2011_12,58.0,584.0
2011_12,55.0,454.0
2009_10,30.0,446.0
2011_12,14.0,129.0
2011_12,5.0,9.0
2009_10,-1.0,-7.0
2009_10,13.0,221.0
2011_12,38.0,462.0
2009_10,79.0,858.0
2011_12,14.0,182.0
2011_12,14.0,63.0
2011_12,-4.0,-31.0
2011_12,32.0,106.0
2011_12,74.0,753.0
2011_12,54.0,560.0
2011_12,72.0,596.0
2009_10,43.0,550.0
2009_10,37.0,405.0
2011_12,14.0,127.0
2009_10,21.0,392.0
2011_12,28.0,292.0
2011_12,28.0,219.0
2009_10,5.0,164.0
2011_12,21.0,274.0
2009_10,14.0,182.0
2011_12,19.0,147.0
2011_12,68.0,738.0
2009_10,43.0,585.0
2009_10,10.0,447.0
2009_10,64.0,670.0
2011_12,12.0,218.0
2009_10,38.0,515.0
2009_10,23.0,497.0
2011_12,14.0,165.0
2009_10,56.0,711.0
2011_12,45.0,316.0
2011_12,23.0,223.0
2011_12,24.0,298.0
2011_12,80.0,927.0
2009_10,2.0,102.0
2009_10,80.0,966.0
2009_10,39.0,650.0
2009_10,9.0,114.0
2009_10,46.0,665.0
2011_12,28.0,224.0
2009_10,9.0,115.0
2009_10,31.0,529.0
2009_10,25.0,394.0
2009_10,5.0,66.0
2009_10,19.0,222.0
2011_12,64.0,681.0
2009_10,48.0,716.0
2011_12,0.0,-56.0
2009_10,19.0,217.0
2011_12,11.0,80.0
2011_12,25.0,218.0
2011_12,7.0,61.0
2011_12,43.0,424.0
2009_10,82.0,955.0
2011_12,21.0,122.0
2009_10,42.0,521.0
2009_10,40.0,367.0
2011_12,35.0,490.0
2011_12,2.0,-36.0
2011_12,30.0,373.0
2009_10,8.0,157.0
2011_12,56.0,323.0
2011_12,43.0,442.0
2011_12,52.0,659.0
2009_10,38.0,403.0
2009_10,43.0,648.0
2011_12,71.0,732.0
2011_12,9.0,5.0
2011_12,54.0,416.0
2011_12,43.0,329.0
2009_10,39.0,472.0
2011_12,26.0,292.0
2011_12,0.0,-70.0
2009_10,52.0,759.0
2011_12,69.0,735.0
2009_10,81.0,892.0
2011_12,17.0,109.0
2011_12,72.0,771.0
2009_10,31.0,365.0
2011_12,32.0,352.0
2011_12,3.0,-49.0
2011_12,33.0,174.0
2009_10,24.0,217.0
2009_10,53.0,753.0
2011_12,1.0,-28.0
2011_12,37.0,481.0
2009_10,43.0,715.0
2009_10,46.0,510.0
2009_10,74.0,815.0
2009_10,36.0,252.0
2009_10,44.0,615.0
2009_10,-0.0,69.0
2009_10,59.0,606.0
2011_12,4.0,-26.0
2011_12,14.0,159.0
2009_10,47.0,619.0
2011_12,11.0,99.0
2011_12,14.0,89.0
2009_10,57.0,653.0
2009_10,10.0,228.0
2011_12,19.0,69.0
2011_12,34.0,454.0
2011_12,19.0,188.0
2011_12,25.0,367.0
2011_12,66.0,541.0
2011_12,24.0,328.0
2009_10,30.0,423.0
2011_12,49.0,530.0
2009_10,46.0,549.0
2011_12,6.0,7.0
2011_12,37.0,289.0
2009_10,57.0,731.0
2011_12,21.0,185.0
2011_12,28.0,125.0
2011_12,59.0,503.0
2011_12,50.0,347.0
2009_10,62.0,809.0
2011_12,7.0,52.0
2011_12,11.0,80.0
2011_12,45.0,438.0
2009_10,53.0,575.0
2011_12,50.0,626.0
2011_12,51.0,429.0
2011_12,53.0,339.0
2009_10,37.0,339.0
2011_12,21.0,376.0
2011_12,84.0,954.0
2011_12,59.0,654.0
2009_10,31.0,419.0
2011_12,25.0,304.0
2009_10,3.0,86.0
2009_10,12.0,265.0
2011_12,22.0,200.0
2011_12,24.0,368.0
2009_10,1.0,146.0
2009_10,47.0,665.0
2009_10,58.0,819.0
2011_12,23.0,163.0
2011_12,46.0,298.0
2011_12,76.0,791.0
2011_12,11.0,91.0
2011_12,65.0,782.0
2009_10,83.0,983.0
2011_12,52.0,438.0
2009_10,58.0,553.0
2011_12,9.0,32.0
2009_10,5.0,43.0
2011_12,43.0,502.0
2011_12,31.0,320.0
2011_12,66.0,540.0
2009_10,75.0,901.0
2011_12,49.0,559.0
2009_10,18.0,283.0
2011_12,40.0,440.0
2009_10,29.0,383.0
2011_12,3.0,31.0
2011_12,40.0,415.0
2009_10,38.0,529.0
2011_12,35.0,304.0
2011_12,12.0,182.0
2011_12,68.0,582.0
2011_12,33.0,118.0
2011_12,75.0,854.0
2011_12,12.0,222.0
2009_10,63.0,601.0
2011_12,17.0,151.0
2011_12,62.0,648.0
2009_10,33.0,256.0
2011_12,85.0,961.0
2011_12,17.0,252.0
2011_12,32.0,269.0
2009_10,32.0,419.0
2009_10,70.0,766.0
2011_12,27.0,290.0
2009_10,55.0,571.0
2009_10,54.0,700.0
2011_12,28.0,131.0
2011_12,47.0,461.0
2011_12,13.0,133.0
2011_12,56.0,477.0
2009_10,15.0,154.0
2009_10,40.0,503.0
2011_12,61.0,530.0
2011_12,42.0,566.0
2009_10,1.0,-8.0
2011_12,66.0,568.0
2009_10,6.0,374.0
2011_12,68.0,543.0
2011_12,27.0,196.0
2009_10,39.0,455.0
2011_12,44.0,480.0
2011_12,31.0,166.0
2009_10,21.0,233.0
2011_12,19.0,144.0
2009_10,-4.0,-35.0
2009_10,75.0,896.0
2011_12,25.0,108.0
2011_12,22.0,274.0
2011_12,21.0,209.0
2011_12,39.0,452.0
2009_10,16.0,256.0
2009_10,70.0,826.0
2011_12,25.0,168.0
2009_10,49.0,656.0
2009_10,51.0,754.0
2011_12,64.0,706.0
2011_12,19.0,288.0
2011_12,35.0,242.0
2011_12,78.0,862.0
2009_10,5.0,94.0
2011_12,38.0,217.0
2009_10,60.0,573.0
2011_12,46.0,408.0
2009_10,5.0,55.0
2009_10,41.0,601.0
2011_12,18.0,137.0
2009_10,18.0,546.0
2011_12,59.0,511.0
2009_10,46.0,656.0
2011_12,56.0,649.0
2011_12,33.0,349.0
2011_12,60.0,369.0
2009_10,10.0,64.0
2011_12,82.0,881.0
2011_12,9.0,50.0
2011_12,32.0,308.0
2009_10,-1.0,-3.0
2009_10,-1.0,78.0
2009_10,50.0,630.0
2011_12,2.0,16.0
2011_12,67.0,726.0
2009_10,20.0,259.0
2011_12,20.0,127.0
2009_10,49.0,659.0
2011_12,82.0,899.0
2009_10,28.0,423.0
2011_12,91.0,1024.0
2011_12,44.0,224.0
2011_12,67.0,611.0
2011_12,4.0,33.0
2009_10,17.0,184.0
2011_12,76.0,681.0
2009_10,13.0,153.0
2009_10,4.0,266.0
2009_10,14.0,255.0
2009_10,12.0,213.0
2009_10,46.0,524.0
2009_10,40.0,573.0
2011_12,11.0,114.0
2009_10,60.0,737.0
2011_12,7.0,0.0
2011_12,28.0,224.0
2011_12,76.0,878.0
2011_12,9.0,85.0
2009_10,30.0,345.0
2009_10,77.0,851.0
2009_10,60.0,710.0
2009_10,6.0,64.0
2009_10,36.0,505.0
2009_10,-5.0,-45.0
2009_10,82.0,943.0
2011_12,14.0,198.0
2009_10,54.0,803.0
2009_10,20.0,321.0
2011_12,36.0,481.0
2011_12,88.0,1004.0
2011_12,5.0,10.0
2011_12,22.0,296.0
2009_10,83.0,953.0
2009_10,83.0,954.0
2009_10,58.0,814.0
2011_12,16.0,46.0
2011_12,32.0,303.0
2011_12,3.0,56.0
2009_10,56.0,735.0
2011_12,15.0,40.0
2009_10,31.0,471.0
2009_10,61.0,513.0
2011_12,65.0,739.0
2011_12,2.0,128.0
2011_12,55.0,533.0
2011_12,62.0,521.0
2011_12,10.0,56.0
2009_10,73.0,761.0
2011_12,44.0,501.0
2011_12,16.0,30.0
2009_10,69.0,751.0
2011_12,23.0,246.0
2009_10,16.0,144.0
2011_12,23.0,377.0
2011_12,56.0,231.0
2009_10,1.0,25.0
2011_12,13.0,186.0
2011_12,57.0,601.0
2011_12,73.0,829.0
2011_12,14.0,135.0
2009_10,39.0,521.0
2009_10,28.0,402.0
2011_12,65.0,641.0
2009_10,4.0,20.0
2009_10,30.0,565.0
2011_12,40.0,443.0
2009_10,36.0,677.0
2009_10,3.0,90.0
2009_10,5.0,93.0
2009_10,29.0,387.0
2009_10,52.0,542.0
2009_10,33.0,251.0
2009_10,17.0,272.0
2011_12,37.0,161.0
2011_12,12.0,43.0
2009_10,64.0,733.0
2011_12,54.0,478.0
2009_10,2.0,104.0
2011_12,51.0,540.0
2009_10,44.0,568.0
2009_10,35.0,698.0
2009_10,31.0,376.0
2011_12,65.0,492.0
2009_10,23.0,329.0
2009_10,13.0,98.0
2009_10,23.0,260.0
2011_12,30.0,275.0
2009_10,26.0,320.0
2009_10,37.0,469.0
2009_10,-8.0,-71.0
2011_12,37.0,412.0
2011_12,46.0,484.0
2009_10,59.0,600.0
2011_12,74.0,767.0
2011_12,58.0,378.0
2011_12,-2.0,-38.0
2009_10,27.0,216.0
2011_12,70.0,679.0
2009_10,39.0,574.0
2009_10,10.0,301.0
2011_12,50.0,377.0
2011_12,3.0,44.0
2011_12,34.0,396.0
2009_10,47.0,565.0
2011_12,35.0,239.0
2011_12,46.0,539.0
2009_10,68.0,775.0
2011_12,43.0,401.0
2009_10,34.0,502.0
2009_10,60.0,691.0
2011_12,62.0,637.0
2009_10,42.0,619.0
2009_10,37.0,512.0
2009_10,10.0,121.0
2009_10,51.0,649.0
2009_10,71.0,817.0
2011_12,59.0,555.0
2009_10,72.0,889.0
2009_10,13.0,120.0
2011_12,28.0,275.0
2009_10,62.0,864.0
2009_10,60.0,834.0
2011_12,33.0,266.0
2011_12,43.0,399.0
2011_12,1.0,-47.0
2011_12,10.0,126.0
2011_12,50.0,652.0
2011_12,8.0,122.0
2011_12,29.0,255.0
2011_12,35.0,159.0
2009_10,66.0,732.0
2011_12,83.0,928.0
2011_12,25.0,117.0
2011_12,65.0,479.0
2011_12,16.0,117.0
2011_12,26.0,138.0
2009_10,5.0,56.0
2011_12,-3.0,-34.0
2011_12,21.0,234.0
2009_10,19.0,443.0
2009_10,54.0,746.0
2011_12,20.0,-22.0
2009_10,8.0,115.0
2011_12,16.0,159.0
2009_10,15.0,264.0
